artist,song_id,title,url,lyrics,year,Lyrics_Processed,Sentiment of lyrics,compound_sentiment,negative,neutral,positive,compound,Languages,word_count,word_count_unique,lyrical_density,happy,love,sadness,anger,foul
Thundercat,5176003,Dragonball Durag,https://genius.com/Thundercat-dragonball-durag-lyrics,"52 ContributorsDragonball Durag Lyrics
I feel kinda fly standin' next to you
Baby girl, how do I look in my durag?
Would you tell me the truth?
Stay with me and love me through the night, endlessly
I'ma keep on all my chains when I'm makin' love to you
Hold me close and let me squeeze you tight through the night
But, baby girl, how do I look in my durag?
Would you tell me the truth?

Do you like my new whip?
Watch me go zoom, zoom
Baby girl, how do I look in my durag?
Would you tell me the truth? (Lie to me?)
Stay with me and love me through the night, endlessly
I just wanna know how you feel
Tell me, am I doin' it right?

I may be covered in cat hair, but I still smell good
Baby, let me know, how do I look in my durag?
Don't lie to me, let me rock you all night long
I'm tryna impress you, girl
Let me know, how do I look in my durag?
I'm tryna get intimate
Let me love you like you never been before, baby (Ah, ah)
(Ah, ah, ooh-ooh)
You might also like
You don't have to like my video games or my comic books
But, baby girl, how do I look in my durag?
Did I tie it right?
Did you wear that dress just for me?
'Cause I'm tryna smash
Baby girl, I'ma smash in my durag
'Cause it's only right

Do you like the way my ice drips in the light?
Baby girl, do you like me in my durag?
Let me know
Would you let me know?
Let me know, girl
Let's make love until we fall asleep
I like the way you feel next to me
Baby, you look so good in this moonlight
Stay with me and love me through the night, baby
Let's make love until we fall asleep18Embed",2020,feel kinda fly standin next baby girl look durag would tell truth stay love night endlessly ima keep chains im makin love hold close let squeeze tight night baby girl look durag would tell truth like new whip watch go zoom zoom baby girl look durag would tell truth lie stay love night endlessly wanna know feel tell doin right may covered cat hair still smell good baby let know look durag dont lie let rock night long im tryna impress girl let know look durag im tryna get intimate let love like never baby ah ah ah ah oohooh might also like dont like video games comic books baby girl look durag tie right wear dress cause im tryna smash baby girl ima smash durag cause right like way ice drips light baby girl like durag let know would let know let know girl lets make love fall asleep like way feel next baby look good moonlight stay love night baby lets make love fall asleep,1,positive,0.0,0.702,0.298,0.9959, en,167,74,44.31137724550898,1,1,0,0,0
Normani,4695732,Motivation,https://genius.com/Normani-motivation-lyrics,"79 ContributorsTranslationsEspañolPolskiMotivation Lyrics
I'ma break you off, let me be your motivation
To  stay and give it tonight
And‚  baby‚ turn around‚ let me give you innovation, hey
'Cause I do it so right

You got that good good, baby‚ don't you?
Got  that good good, baby, don't you?
But  you leavin' solo
Ain't regular‚ that ain't regular
I  ain't gon' keep, keep fightin' for it
Ain't gon' keep, keep fightin' for it
'Cause you know this thing here
Ain't regular, that ain't regular

Fallin'  into the bed
Why would we ever do somethin' instead of
Fallin' into the bed right now? Yeah

I'ma break you off, let me be your motivation
To stay and give it tonight
And, baby, turn around, let me give you innovation
Hey, 'cause I do it so right
Think about it, ooh, I think about it
Think about it, ooh, take a look at me now
Hey, a little motivation, alright
You might also like
You got a bad one, baby, don't you?
Got a bad one, baby, don't you?
And we both know there's no
One better, boy, no one better, boy
Too late, won't make it, I'ma tell 'em (Yeah)
Get you naked, but I won't tell 'em (Woo)
'Cause you know that there's no
One better, boy, no one better, boy

Fallin' into the bed
Why would we ever do somethin' instead of
Fallin' into the bed right now?
Eh, right now, now

I'ma break you off, let me be your motivation
To stay and give it tonight (And give it tonight)
And, baby, turn around, let me give you innovation
Hey, 'cause I do it so right
Think about it, ooh, I think about it
Think about it, ooh, take a look at me now
Hey, a little motivation, alright

Hey, oh
A little motivation
Oh
I'ma break you off, let me be your motivation
To stay and give it tonight
And, baby, turn around, let me give you innovation
Hey, 'cause I do it so right
Think about it, ooh, I think about it
Think about it, ooh, take a look at me now
Hey, a little motivation, alright

Oh
Oh45Embed",2019,ima break let motivation stay give tonight baby turn around let give innovation hey cause right got good good baby dont got good good baby dont leavin solo aint regular aint regular aint gon keep keep fightin aint gon keep keep fightin cause know thing aint regular aint regular fallin bed would ever somethin instead fallin bed right yeah ima break let motivation stay give tonight baby turn around let give innovation hey cause right think ooh think think ooh take look hey little motivation alright might also like got bad one baby dont got bad one baby dont know theres one better boy one better boy late wont make ima tell em yeah get naked wont tell em woo cause know theres one better boy one better boy fallin bed would ever somethin instead fallin bed right eh right ima break let motivation stay give tonight give tonight baby turn around let give innovation hey cause right think ooh think think ooh take look hey little motivation alright hey oh little motivation oh ima break let motivation stay give tonight baby turn around let give innovation hey cause right think ooh think think ooh take look hey little motivation alright oh oh,1,positive,0.038,0.7,0.261,0.9929, en,203,57,28.078817733990146,1,1,0,0,0
Lil Tecca,4570978,Ransom,https://genius.com/Lil-tecca-ransom-lyrics,"236 ContributorsTranslationsРусскийFrançaisDeutschRansom Lyrics
Turn you to a dancer
Yeah
Internet Money, bitch

I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin’ up, now they say they want some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah

I got red, I got blue, what you want?
The Chanel or Balenciaga, Louis and Vuitton
She know I got the Fendi, Prada when I hit Milan
I needed me a die or rider, I need me the one
I started from the bottom, you could see the way I stunt
I want all the diamonds, I want that shit to weigh a ton
The opps, they tryna line me 'cause they hate the place I'm from
But them niggas don't know me, they just know the place I'm from
I got lots of shawties tryna pull up to my place
But you ain't want me last year, so just get up out my face
They all up in my inbox, so I know they want a taste
I know they want my downfall, lil' nigga, are you laced?
You might also like
I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I’m ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I’m gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah
I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah120Embed",2019,turn dancer yeah internet money bitch got black got white want hop outside ghost hop phantom know im bout blow aint dumb try take flow take ass ransom know im gone see blowin say want got two twin glocks turn dancer see two twin opps leave em banner got two thick thots wanna link gang yeah got red got blue want chanel balenciaga louis vuitton know got fendi prada hit milan needed die rider need one started bottom could see way stunt want diamonds want shit weigh ton opps tryna line cause hate place im niggas dont know know place im got lots shawties tryna pull place aint want last year get face inbox know want taste know want downfall lil nigga laced might also like got black got white want hop outside ghost hop phantom know bout blow aint dumb try take flow take ass ransom know gone see blowin say want got two twin glocks turn dancer see two twin opps leave em banner got two thick thots wanna link gang yeah got black got white want hop outside ghost hop phantom know im bout blow aint dumb try take flow take ass ransom know im gone see blowin say want got two twin glocks turn dancer see two twin opps leave em banner got two thick thots wanna link gang yeah,0,negative,0.146,0.721,0.133,-0.9245, en,224,88,39.285714285714285,1,1,1,0,6
Amaarae,5953795,FANCY,https://genius.com/Amaarae-fancy-lyrics,"10 ContributorsFANCY Lyrics
I like it when you call me zaddy
Won't you sit up in my big fat caddy?
We can roll it, I got that Cali
I got smoke for whoever wan' try me

I like it when you call me zaddy
Won't you sit up in my big fat caddy?
We can roll it, I got that Cali
I got smoke for whoever wan' try me
On the right, that's my best friend
You don't wanna test them
Everyday I do my dance in the mirror
Cuz I feel so damn fancy

Fancy, fancy, fancy, fancy

Bitch I'm really with the shits and that's for sure
If you didn't know big baby, now you know
Percy Miller bout it, bout it, bout the dough
Macarena to the money after show
So fancy
Don't miss your chance
Do your dance
Ooh with your attitude, mama make them plans
That's a bad bitch
Spend it on her fast
'Cause you look so damn fancy
You might also like
Fancy, fancy, fancy, fancy

Three shots, I'ma get something
Your light, baby you showed me
Your light came to remind
Your love came to distract us
Street light team, come meet my lifeline
Came to treat me and your cousin
I'll love you in a thousand
Oh

Fancy, fancy, fancy, fancyEmbed",2020,like call zaddy wont sit big fat caddy roll got cali got smoke whoever wan try like call zaddy wont sit big fat caddy roll got cali got smoke whoever wan try right thats best friend dont wanna test everyday dance mirror cuz feel damn fancy fancy fancy fancy fancy bitch im really shits thats sure didnt know big baby know percy miller bout bout bout dough macarena money show fancy dont miss chance dance ooh attitude mama make plans thats bad bitch spend fast cause look damn fancy might also like fancy fancy fancy fancy three shots ima get something light baby showed light came remind love came distract us street light team come meet lifeline came treat cousin ill love thousand oh fancy fancy fancy fancy,1,positive,0.161,0.658,0.181,0.5227, en,128,80,62.5,1,1,1,0,4
Rico Nasty,5033228,IPHONE,https://genius.com/Rico-nasty-iphone-lyrics,"58 ContributorsIPHONE Lyrics
(Yeah)

This time won't be nothing like the last one
Smoking so much gas, I forgot to put my mask on
Nails razor sharp, called you off my iPhone
Let me hold my hair for you while you put my ice on

I shine with the lights off, he hates when I don't call
We might hang out once a month, then I'm going AWOL
You need me to win the game, I guess I'm an 8-ball
Two months without me, guess you're having withdrawals
He on my hip like a Tamagotchi
Leave a heart on my wall so I can know you like me (Yeah)
I'm important, can't be seen with just anybody (No)
We was late, but we still pulled up to the party (Woah)

This time won't be nothing like the last one
Smoking so much gas, I forgot to put my mask on (Put my mask on)
Nails razor sharp, called you off my iPhone
Let me hold my hair for you while you put my ice on

Baby, sometimes this life can get lonely
But I love it when you hold me
Love me like I was your only, only
I think I need my space
You still end up at my place
Can't go back to my old ways
Time is now and I can't wait
I'm in love with a nightmare
What you lookin' for? I'm right here
Face the demons, though, I'm not scared
I need your love and it's not fair
He said, ""I think my phone is hacked"" (He said)
I think my phone is tapped (He said)
I think you've got me blocked (He said)
Why won't you call me back? (He said)
I think I fell in love (He said)
I thought you were the one (He said)
Stop actin' like this (He said)
'Cause you know I need your love (He said, woah)
You might also like
This time won't be nothing like the last one
Smoking so much gas, I forgot to put my mask on (Put my mask on)
Nails razor sharp, called you off my iPhone
Let me hold my hair for you while you put my ice on
This time won't be nothing like the last one
Smoking so much gas, I forgot to put my mask on (Put my mask on)
Nails razor sharp, called you off my iPhone
Let me hold my hair for you while you put my ice on

Woah
Yeah19Embed",2020,yeah time wont nothing like last one smoking much gas forgot put mask nails razor sharp called iphone let hold hair put ice shine lights hates dont call might hang month im going awol need win game guess im ball two months without guess youre withdrawals hip like tamagotchi leave heart wall know like yeah im important cant seen anybody late still pulled party woah time wont nothing like last one smoking much gas forgot put mask put mask nails razor sharp called iphone let hold hair put ice baby sometimes life get lonely love hold love like think need space still end place cant go back old ways time cant wait im love nightmare lookin im right face demons though im scared need love fair said think phone hacked said think phone tapped said think youve got blocked said wont call back said think fell love said thought one said stop actin like said cause know need love said woah might also like time wont nothing like last one smoking much gas forgot put mask put mask nails razor sharp called iphone let hold hair put ice time wont nothing like last one smoking much gas forgot put mask put mask nails razor sharp called iphone let hold hair put ice woah yeah,1,positive,0.072,0.703,0.225,0.9891, en,214,94,43.925233644859816,1,1,1,0,0
The Weather Station,6065853,Robber,https://genius.com/The-weather-station-robber-lyrics,"15 ContributorsTranslationsEspañolRobber LyricsI never believed in the robber
I never saw nobody climb over my fence
No black bag, no gloved hand
I never believed in the robber
I figured everything he took was gone
Nothing to do, nothing to be done
I never believed in the robber
No, I never believed in the robber
You never believed in the robber
You thought, ""A robber must hate you to wanna take from you""
The robber don't hate you
You never believed in the robber
But the robber never believed in you
You were two halves of the same piece, divided into two
No, the robber don't hate you
No, the robber don't hate you, he had permission
Permission by words, permission of thanks
Permission by laws, permission of banks
White table cloth dinners, convention centers
It was all done real carefully
Make real imagination, make unreal that which can be taken
Turn your gaze from the window's light
Turn your attention to this sharp knife
See The Weather Station LiveGet tickets as low as $109You might also likeI never believed in the robber
When I was young, I learned how to make love to the robber
To dance with the other
To wring from his hand the touch of a lover
I never believed in the robber
Nobody taught me nothing was mine
If nothing was mine, taking was all there was
Looting at dawn, looting at dusk
Hold open the gates for the want with lust
And all I saw was the dust, kicked up3Embed",2020,never believed robber never saw nobody climb fence black bag gloved hand never believed robber figured everything took gone nothing nothing done never believed robber never believed robber never believed robber thought robber must hate wanna take robber dont hate never believed robber robber never believed two halves piece divided two robber dont hate robber dont hate permission permission words permission thanks permission laws permission banks white table cloth dinners convention centers done real carefully make real imagination make unreal taken turn gaze windows light turn attention sharp knife see weather station liveget tickets low might also likei never believed robber young learned make love robber dance wring hand touch lover never believed robber nobody taught nothing mine nothing mine taking looting dawn looting dusk hold open gates want lust saw dust kicked,1,positive,0.091,0.579,0.33,0.9907, en,133,80,60.150375939849624,1,1,1,0,0
Carly Rae Jepsen,9340052,Psychedelic Switch,https://genius.com/Carly-rae-jepsen-psychedelic-switch-lyrics,"25 ContributorsTranslationsEnglishPortuguêsPsychedelic Switch Lyrics
It's like a psychedelic, it's like a psychedelic
It's like a ps—, it's like a psychedelic sw-switch
It's like a psychedelic, it's like a psychedelic
It's like a ps—, it's like a psychedelic sw-switch
It's like a psychedelic, it's like a psychedelic
It's like a ps—, it's like a psychedelic sw-switch
It's like a psychedelic, it's like a psychedelic
It's like a ps—, it's like a psychedelic sw-switch

I think all my life, I never met anybody like you
Sunrise all the time when I touch you

It's like I'm wakin' up in a euphoria
My insecurities are things I never was
I was a sad, sad song before we met
But, boy, your love is such a trip

It's like a psychedelic switch
Don't wake me 'cause I'm lucid dreamin' this
Meditatin' on your lips
'Cause, baby, I'd be satisfied forever
With a couple years of this
Make me feel like in my birthday suit with you
I'm puttin' on the ritz (It's like a psychedelic)
It's like a psychedelic switch
(It's like a ps—, it's like a psychedelic sw-switch)
You might also like
I'm in paradise, I never met anybody like you
I don't wanna hide when I'm with you

It's like I'm wakin' up in a euphoria
My insecurities are things I never was
It's like my whole life now is makin' sense
I'm on the wildest trip and this

It's like a psychedelic switch
Don't wake me 'cause I'm lucid dreamin' this
Meditatin' on your lips
'Cause, baby, I'd be satisfied forever
With a couple years of this
Make me feel like in my birthday suit with you
I'm puttin' on the ritz
It's like a psychedelic switch

You feel just like home
I'm not scared to show ya
You feel just like home
I'm not scared to show ya
You feel just like home
I'm not scared to show ya
Yeah, all my insecurities can't stand the way you look at me
You lovin' me is hard to resist
It's like a psychedelic switch
It's like a psychedelic switch
It's like a psychedelic switch
It's like a psychedelic switch
(It's like a psychedelic, it's like a psychedelic)
(It's like a ps—, it's like a psychedelic sw-switch)

It's like a psychedelic switch
Don't wake me 'cause I'm lucid dreamin' this
Meditatin' on your lips
'Cause, baby, I'd be satisfied forever
With a couple years of this
Make me feel like in my birthday suit with you
I'm puttin' on the ritz
It's like a psychedelic switch

It's like a ps—, it's like a ps—
It's like a ps—, it's like a psychedelic sw-switch
It's like a ps—, it's like a ps—
It's like a ps—, it's like a psychedelic sw-switch
It's like a ps—, it's like a ps—
It's like a ps—, it's like a psychedelic sw-switch
It's like a ps—, it's like a ps—
It's like a ps—, it's like a psychedelic sw-switch3Embed",2023,like psychedelic like psychedelic like ps like psychedelic swswitch like psychedelic like psychedelic like ps like psychedelic swswitch like psychedelic like psychedelic like ps like psychedelic swswitch like psychedelic like psychedelic like ps like psychedelic swswitch think life never met anybody like sunrise time touch like im wakin euphoria insecurities things never sad sad song met boy love trip like psychedelic switch dont wake cause im lucid dreamin meditatin lips cause baby id satisfied forever couple years make feel like birthday suit im puttin ritz like psychedelic like psychedelic switch like ps like psychedelic swswitch might also like im paradise never met anybody like dont wanna hide im like im wakin euphoria insecurities things never like whole life makin sense im wildest trip like psychedelic switch dont wake cause im lucid dreamin meditatin lips cause baby id satisfied forever couple years make feel like birthday suit im puttin ritz like psychedelic switch feel like home im scared show ya feel like home im scared show ya feel like home im scared show ya yeah insecurities cant stand way look lovin hard resist like psychedelic switch like psychedelic switch like psychedelic switch like psychedelic switch like psychedelic like psychedelic like ps like psychedelic swswitch like psychedelic switch dont wake cause im lucid dreamin meditatin lips cause baby id satisfied forever couple years make feel like birthday suit im puttin ritz like psychedelic switch like ps like ps like ps like psychedelic swswitch like ps like ps like ps like psychedelic swswitch like ps like ps like ps like psychedelic swswitch like ps like ps like ps like psychedelic swswitch,1,positive,0.047,0.479,0.474,0.9993, en,268,63,23.507462686567166,1,1,1,1,0
Koffee,5775264,Lockdown,https://genius.com/Koffee-lockdown-lyrics,"21 ContributorsLockdown Lyrics
Where will we go?
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me
You know I’m feeling you
So what now we fi do?

Yeah, yeah
Aye fancy
How yuh heart stay, it nah no vacancy?
Last time see yuh pon FaceTime
Chatting up di place
Bout you nuh want relationship
Me a go put you pon lock down
A put yuh body pon lockdown, mmm
You got me pon lock now
You got my passion on lock, woah
If you love me
You should let me
You should let me
You should let me know
And if you don’t now
Better fi let me
Better fi let me
A better yuh let me go
Pulling up, pulling up, pulling up
Nuh bodda deal wid di bagga long talking
Me know fi now we a chill inna apartment
Hope you don’t mind me asking
You might also like
Where will we go?
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me
You know I’m feeling you
So what now we fi do

Say you want travel
We go Hope Valley
Say you hoping your love a nuh just no tally
Make me heart full, that’s why me love you totally
Do me own ting and me nuh trouble nobody
And we watching out
Pon di patio
And di-di neighbor dem dem a watch we now
Swing and me nuh miss like Pacquiao
Wah you feeling for? Hot Koffee, yo
What ya now
What ya now
All yuh want talk bout a matrimony, yeah
Any ting yuh want Koffee got di money, yeah
Me give yuh me heart beg yuh take it from me
No long talking
Anyting yuh want Koffee got di money, yeah
Me give yuh me heart beg yuh take it from me

Where will we go? (Where will we, where will we go now?)
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me, baby
You know I’m feeling you, baby
So what now we fi do (Yeah, yeah)

Baby are you feeling me?
Cause I'm really feeling you
Baby are you feeling me?
Cause I'm really feeling you
I'm a pull up in my fast car
Pull up in my fast car
I be chilling with a rockstar
Anytime you see me 1Embed",2020,go di quarantine ting done everybody touch road mommy go nascar pull fast car yeah nuh false start mek di boss par yeah know feeling know feeling fi yeah yeah aye fancy yuh heart stay nah vacancy last time see yuh pon facetime chatting di place bout nuh want relationship go put pon lock put yuh body pon lockdown mmm got pon lock got passion lock woah love let let let know better fi let better fi let better yuh let go pulling pulling pulling nuh bodda deal wid di bagga long talking know fi chill inna apartment hope mind asking might also like go di quarantine ting done everybody touch road mommy go nascar pull fast car yeah nuh false start mek di boss par yeah know feeling know feeling fi say want travel go hope valley say hoping love nuh tally make heart full love totally ting nuh trouble nobody watching pon di patio didi neighbor dem dem watch swing nuh miss like pacquiao wah feeling hot koffee yo ya ya yuh want talk bout matrimony yeah ting yuh want koffee got di money yeah give yuh heart beg yuh take long talking anyting yuh want koffee got di money yeah give yuh heart beg yuh take go go di quarantine ting done everybody touch road mommy go nascar pull fast car yeah nuh false start mek di boss par yeah know feeling baby know feeling baby fi yeah yeah baby feeling cause im really feeling baby feeling cause im really feeling im pull fast car pull fast car chilling rockstar anytime see,1,positive,0.022,0.695,0.283,0.9964, en,265,105,39.62264150943396,1,1,1,0,0
Oso Oso,4574917,​one sick plan,https://genius.com/Oso-oso-one-sick-plan-lyrics,"5 Contributors​one sick plan Lyrics
Cool, 1, 2...

Well I've been sitting around all day
I was swimming in my last mistake
I've got one foot in the lake
But the water don't feel great
So make a list of what you hate
And I will keep it all away
All in hopes to hear you say
""Can we just work it out?""

No, I don't even know anymore
I open up just to shut it down
I don't even know anymore
I open up just to shut it down

I psycho-analyze my love
Ask her what she's thinking of
Don't sweep it under the rug
Don't stop chasing what you want
But will it ever be enough
To have some free time and some stuff
No I need heaven, I need you
I need your perfect point of view
See Oso Oso LiveGet tickets as low as $36You might also like
'Cause I don't even know anymore
I open up just to shut it down
I don't even know anymore
I open up just to shut it down

Well I see my demise
I feel it coming
I've got one sick plan to save me from it
I've got one sick plan to save me from it
I've got one sick plan to save me
Just a puppet, I can sing
But only she knows how to pull my strings
Yeah, only she knows how to pull my strings
Only she knows how to pull me inEmbed",2019,cool well ive sitting around day swimming last mistake ive got one foot lake water dont feel great make list hate keep away hopes hear say work dont even know anymore open shut dont even know anymore open shut psychoanalyze love ask shes thinking dont sweep rug dont stop chasing want ever enough free time stuff need heaven need need perfect point view see oso oso liveget tickets low might also like cause dont even know anymore open shut dont even know anymore open shut well see demise feel coming ive got one sick plan save ive got one sick plan save ive got one sick plan save puppet sing knows pull strings yeah knows pull strings knows pull,1,positive,0.142,0.608,0.251,0.9466, en,119,71,59.66386554621849,1,1,0,0,0
Bad Bunny,5305021,Yo Perreo Sola,https://genius.com/Bad-bunny-yo-perreo-sola-lyrics,"44 ContributorsTranslationsDeutschPortuguêsEnglishYo Perreo Sola Lyrics

Ante' tú me pichaba' (Tú me pichaba')
Ahora yo picheo (Hmm, nah)
Antes tú no quería' (No quería')
Ahora yo no quiero (Hmm, no)
Ante' tú me pichaba' (-chaba')
Ahora yo picheo (Jaja)
Antes tú no quería' (Ey)
Ahora yo no quiero
No, tranqui

Yo perreo sola (Hmm, ey)
Yo perreo sola (Perreo sola; jaja; hmm-hmm)
Yo perreo sola (Jaja, hmm; ey)
Yo perreo sola (Perreo sola)
Okay, okay, ey, ey, ey

Que ningún baboso se le pegue (No)
La disco se prende cuando ella llegue (¡Wuh!)
A los hombres los tiene de hobby
Una malcriá' como Nairobi (Jaja)
Y tú la ve' bebiendo de la botella (Ey)
Los nene' y las nena' quieren con ella
Tiene má' de veinte, me enseño la cédula (Ajá)
Ey, del amor e' una incrédula (¡Wuh!)
Ella está soltera antes que se pusiera de moda (Ey)
No cree en amor desde ""Amorfoda"" (No)
El DJ la pone y se las sabe todas
Se trepa en la mesa y que se jodan (Wuh)
En el perreo no se quita (¡No!)
Fuma y se pone bellaquita
Te llama si te necesita
Pero por ahora está solita
You might also like
Ella perrea sola (Wuh)
Ey, ey, ey, ey, ey, ey
Ella perrea sola
(Perrea sola, ella perrea sola, sola, sola)
Ey, ella perrea sola
Ey, ey, ey, ey, ey, ey
Ella perrea sola (Ella perrea sola)
Ella perrea sola

Tiene una amiga problemática
Y otra que casi ni habla (No)
Pero las tre' son una' diabla' (Prr)
Y hoy se puso minifalda
Los phillie' en las Louis Vuitton los guarda

Y me dice ""papi"" (Papi, sigue; yes, yes)
'Tá bien dura como Natti (Aah)
Borracha y loca, a ella no le importa (Woo)
Vamo' a perrear, la vida es corta, ey (Hoo)
Y me dice ""papi"" (Papi, sigue; yes, yes)
'Tá bien dura como Natti (Aah)
Despué' de las doce no se comporta (Ey)
Vamo' a perrear, la vida e' corta (Woo)
Ante' tú me pichaba' (Tú me pichaba')
Ahora yo picheo (Hmm, nah; loco)
Ante' tú no quería' (¿Pero cuándo yo dije eso?)
Ahora yo no quiero (Pero, pero; no)
Ante' tú me pichaba' (Nah)
Ahora yo picheo (Yo nunca te he picha'o, mami)
Ante' tú no quería' (Ay, Dio')
Ahora yo no quiero
No, tranqui

Yo perreo sola (Hmm, ey)
Yo perreo sola (Perreo sola; jaja; hmm-hmm)
Yo perreo sola (Jaja, hmm; ey)
Yo perreo sola (Perreo sola)8Embed",2020,ante tú pichaba tú pichaba ahora yo picheo hmm nah antes tú quería quería ahora yo quiero hmm ante tú pichaba chaba ahora yo picheo jaja antes tú quería ey ahora yo quiero tranqui yo perreo sola hmm ey yo perreo sola perreo sola jaja hmmhmm yo perreo sola jaja hmm ey yo perreo sola perreo sola okay okay ey ey ey que ningún baboso se le pegue la disco se prende cuando ella llegue wuh los hombres los tiene de hobby una malcriá como nairobi jaja tú la bebiendo de la botella ey los nene las nena quieren con ella tiene má de veinte enseño la cédula ajá ey del amor e una incrédula wuh ella está soltera antes que se pusiera de moda ey cree en amor desde amorfoda el dj la pone se las sabe todas se trepa en la mesa que se jodan wuh en el perreo se quita fuma se pone bellaquita te llama si te necesita pero por ahora está solita might also like ella perrea sola wuh ey ey ey ey ey ey ella perrea sola perrea sola ella perrea sola sola sola ey ella perrea sola ey ey ey ey ey ey ella perrea sola ella perrea sola ella perrea sola tiene una amiga problemática otra que casi ni habla pero las tre son una diabla prr hoy se puso minifalda los phillie en las louis vuitton los guarda dice papi papi sigue yes yes tá bien dura como natti aah borracha loca ella le importa woo vamo perrear la vida es corta ey hoo dice papi papi sigue yes yes tá bien dura como natti aah despué de las doce se comporta ey vamo perrear la vida e corta woo ante tú pichaba tú pichaba ahora yo picheo hmm nah loco ante tú quería pero cuándo yo dije eso ahora yo quiero pero pero ante tú pichaba nah ahora yo picheo yo nunca te pichao mami ante tú quería ay dio ahora yo quiero tranqui yo perreo sola hmm ey yo perreo sola perreo sola jaja hmmhmm yo perreo sola jaja hmm ey yo perreo sola perreo sola,1,positive,0.011,0.906,0.083,0.9801, es,357,135,37.81512605042017,0,0,0,0,0
Low,6934474,Days Like These,https://genius.com/Low-days-like-these-lyrics,"8 ContributorsDays Like These LyricsWhen you think you've seen everything
You'll find we're living in days like these
They say you only take what you bring
Maybe that's just the way they speak
Know that I would do anything
Is it something that I can't see?
Everybody just chased by dreams
That's why we're living in days like these again
It isn't something you can choose between
It isn't coming in twos and threes
Always looking for that one sure thing
Oh, you wanted so desperately
No, you're never gonna feel complete
No, you're never gonna be released
Maybe never even see, believe
That's why we're living in days like these again
Again
Again
Again
Again
Again
AgainYou might also likeEmbed",2021,think youve seen everything youll find living days like say take bring maybe thats way speak know would anything something cant see everybody chased dreams thats living days like isnt something choose isnt coming twos threes always looking one sure thing oh wanted desperately youre never gonna feel complete youre never gonna released maybe never even see believe thats living days like againyou might also like,1,positive,0.034,0.77,0.196,0.886, en,66,49,74.24242424242425,1,1,0,0,0
Jockstrap,5238556,Acid,https://genius.com/Jockstrap-acid-lyrics,"21 ContributorsAcid Lyrics
Smash a pretty vase of acid
And I'll smash it if you need someone to blame
Pull, pull, pull from my neck and my eyes
If it means you don't hurt anymore

Just twice we've spoken since
But what have I to give you - what am I to you?
Gas and blood, and blood, and blood
It is love you are full of
And you know who you hate

I sent you my heart

Since then we've spoken twice
But what if you were to kill me off or worse, yourself?
Stop and wound him; do what you have to do to him
But not me and you, cause it's me and you

I sent you my heart
Brother, mother lover
Brother, mother, lover
Together, lover, brother
You might also like
I sent you my heart1Embed",2020,smash pretty vase acid ill smash need someone blame pull pull pull neck eyes means dont hurt anymore twice weve spoken since give gas blood blood blood love full know hate sent heart since weve spoken twice kill worse stop wound cause sent heart brother mother lover brother mother lover together lover brother might also like sent heart,1,positive,0.215,0.512,0.274,0.7332, en,58,40,68.96551724137932,1,1,1,0,0
